restaurant;online_order;book_table;rate;votes;phone;location;rest_type;dish_liked;cuisines;address;approx_cost;listed_in_type
"Mane Thindi";No;No;3.7;130;"+91 9964410276";Banashankari;"Quick Bites";"Coffee, Tea, Kesari Bath, Open Dosa, Vada, Idli, Bread Dosa";"South Indian";"295/A, 7th Main road, 7th Block, 3rd Stage, Banashankari, Bangalore";200;Delivery
"Kotian Karavali Restaurant";No;No;3.5;10;"+91 7829336984";Banashankari;"Quick Bites";NULL;"South Indian, Biryani";"1189, 10th Cross, Shankarnag Circle, 1st Stage, 2nd Block, Banashankari, Bangalore";300;Delivery
"Floured-Baked With Love";No;No;3.8;45;"+91 9845552266
+91 9845552288";Banashankari;"Takeaway, Delivery";"Cup Cake, Chocolate Cake";Bakery;"415, 1st C Cross, Banashankari 3rd Stage, 5th Block, Bangalore, Banashankari, Bangalore";400;Delivery
"CAFE NOVA";No;No;3.2;11;"+91 8971090261";Banashankari;Cafe;NULL;"Cafe, Bakery";"101, Water Tank Road, 2nd Block, 3rd Stage, Banashankari, Bangalore";600;Delivery
"Cakes & Slices";No;No;3.5;13;"+91 9845174427
080 25908416";Banashankari;Bakery;NULL;"Bakery, Desserts";"27, 80 Feet Road, Srinivasnagar, Banashankari, Bangalore";300;Delivery
"Spice 9";No;No;3.4;8;"+91 8298113218";Banashankari;"Quick Bites";NULL;"Biryani, North Indian, Chinese, Fast Food";"Number 42, 4th Block, 6th Stage Banashankari, Vrishabhvachi Nagar, Opposite RV College of Architecture, Bangalore";300;Delivery
"Coffee Shopee";No;No;NULL;0;"+91 9591504624";Banashankari;"Takeaway, Delivery";NULL;Beverages;"1722, 13th Main Road 31st Cross BSK, 2nd Stage, Banashankari, Bangalore";250;Delivery
"Naveen Kabab & Biriyani Mane";No;No;3.2;9;"+91 9611109111
+91 9880421603";Banashankari;"Quick Bites";NULL;Biryani;"2, 3rd Cross, Near Pesit College, Banashankari, Bangalore";300;Delivery
"Katriguppe Donne Biryani";No;No;3.2;4;"+91 9964847091";Banashankari;"Quick Bites";NULL;"North Indian";"8, Katriguppe Main Road, Vivekananda Nagar, 3rd Stage, Banashankari, Bangalore";300;Delivery
"Hari Super Sandwich";No;No;NULL;0;"+91 9886722163";Banashankari;"Takeaway, Delivery";NULL;"Sandwich, Pizza, Beverages";"594, 24 The Cross BSK, Opposte Oriental Bank, Banashankari, Bangalore";200;Delivery
"Atithi Point Ande Ka Funda";No;No;3.1;29;"+91 8123145797";Banashankari;"Quick Bites";NULL;"North Indian";"7/1, Behind BMS College Hostel, 80 Feet Road, 1st Stage, Srinivas Nagar Bank Colony, Banashankari, Bangalore";150;Delivery
"Just Bake";No;No;3.4;8;"+91 9535674477
080 26420777";Banashankari;Bakery;NULL;"Bakery, Desserts";"3967, VHBC Society, Girinagar Phase 4, Hosekerehalli Mani Road, Banashankari 3rd Stage, Banashankari, Bangalore";400;Delivery
"Dharwad Line Bazaar Mishra Pedha";No;No;NULL;0;"+91 9901539269";Banashankari;"Dessert Parlor";NULL;Mithai;"Shop 25, 1st Cross, 50 Feet Main Road, Near BDA Park, Girinagar, Banashankari, Bangalore";150;Delivery
"Cake Bite";No;No;NULL;0;"+91 8277102303";Banashankari;Bakery;NULL;Bakery;"Near Seetha Circle, Vivekananda Park Road, Girinagar, Banashankari, Bangalore";300;Delivery
"Aarush's Food Plaza";No;No;NULL;0;"+91 9008179916";Banashankari;"Quick Bites";NULL;"North Indian, Street Food";"41/10, Near PESIT Collage, 8th Main Road, 1st Cross, Dwarakanagar, Banashankari, Bangalore";200;Delivery
"Wood Stove";No;No;NULL;0;"+91 9845810938";Banashankari;"Takeaway, Delivery";NULL;"South Indian";"3148, 2nd Cross, 4th Phase Girinagar, Near Hosagarnahalli Cross, Banashankari, Bangalore";150;Delivery
"Kulfi & More";No;No;NULL;0;"+91 9902901010";Banashankari;"Dessert Parlor";NULL;"Ice Cream, Desserts, Juices";"662, 19th Main, Kidney Foundation, Padmanabhan Nagar, Banashankari, Bangalore";150;Delivery
"Kannadigas Karavali";No;No;NULL;0;"+91 8971651469
+91 9535195566";Banashankari;"Quick Bites";NULL;"Mangalorean, South Indian, North Indian";"1189, 9th Main, Ashok Nagar, Bank 1st Stage, Banashankari, Bangalore";250;Delivery
"K27 - The Pub";No;No;3.1;30;"+91 9980097472";Banashankari;Bar;NULL;"Chinese, North Indian";"27, 27th Cross, 2nd Stage, Banashankari, Bangalore";1,000;Delivery
"Bengaluru Coffee House";Yes;No;4.1;201;"+91 9740180090";Banashankari;"Quick Bites";"Masala Dosa, Tirupathi Pongal, Filter Coffee, Vada, Kharabath, Kali Dosa, Rava Idli";"South Indian, North Indian, Chinese, Street Food";"4001/4002, Annapoorneshwari Plaza, Near Seetha Circle, Hosakerehalli Cross, Banashankari, Bangalore";300;Delivery
"New Mangalore Lunch Home";No;No;3.3;7;NULL;Banashankari;"Quick Bites";NULL;"Mangalorean, South Indian, North Indian";"89, Near PES College, 22nd Main Road, Girinagar, 1st Stage, Banashankari, Bangalore";200;Delivery
"Coffee Bytes";No;No;3.1;6;"+91 9945756375";Banashankari;"Quick Bites";NULL;"Fast Food, South Indian";"10th Main, Hanumanthanagar, 50 Feet Road, Phase 1, Banashankari, Bangalore";100;Delivery
"Parjanya Chat Zone";No;No;3.3;17;"+91 9513333364";Banashankari;"Quick Bites";NULL;"Street Food, Fast Food";"68, Opposite ICICI Bank, 21st Main Road, 2nd Stage, Banashankari, Bangalore";200;Delivery
"Kwality Wall's Swirl's Happiness Station";No;No;2.9;25;"+91 9742787111";Banashankari;"Dessert Parlor";NULL;"Ice Cream, Desserts";"590, 24th Cross, 2nd Stage, Banashankari, Bangalore";200;Delivery
"Soms Kitchen & Bakes";No;No;NULL;0;"+91 7406567897";Banashankari;Delivery;NULL;"South Indian, North Indian, Continental";"346, 7th Cross, 8th Main Road, Padmanabham Nagar, Banashankari, Bangalore";400;Delivery
"Banashankari Nati Style";No;No;NULL;0;"+91 9035141678
+91 9742174293";Banashankari;"Quick Bites";NULL;"Biryani, Chinese, South Indian, North Indian";"17/1, Ramalh Garden, Kadieranahall Circle, Near Raghavendra Flour Mill, Dr Vishnuvardhan Main Road, BSK 2nd Stage, Banashankari, Bangalore";350;Delivery
"Ruchi Maayaka";No;No;3.3;8;"+91 9206517566";Banashankari;Delivery;NULL;"South Indian";"Padmanabhanagar, Banashankari, Bangalore";100;Delivery
"Mohitesh Hut Roll";No;No;NULL;0;"+91 8147341276";Banashankari;"Quick Bites";NULL;"Rolls, North Indian";"29, 5th Cross, Near PES College, 100 Feet Road, Dwaraka Nager, Banashankari, Bangalore";150;Delivery
"Sri Basaveshwar Jolada Rotti Oota";No;No;NULL;0;"+91 9663341824
+91 7204025617";Banashankari;"Quick Bites";NULL;"South Indian";"692, 12th Cross, 7th Block Kankapura Main Road, Banashankari, Bangalore";150;Delivery
"Roll Magic Fast Food";No;No;NULL;0;"+91 9731409204";Banashankari;"Takeaway, Delivery";NULL;"Biryani, Rolls, Chinese";"28, 4th Cross Road, Dwaraka Nagar, Banashankari, Bengaluru";200;Delivery
"Foodlieious Multi Cuisine";No;No;NULL;0;"+91 9168753522
+91 8217877100";Banashankari;"Quick Bites";NULL;"North Indian";"3/16, 22 Main Road, Magenta Block, PES College, Road Bank Colony, Banashankari, Bangalore";100;Delivery
"Thanishka Nati And Karavali Style";No;No;NULL;0;"+91 9108823881
+91 8722229336";Banashankari;"Quick Bites";NULL;"Biryani, Fast Food";"17/1, Ramaiah Garden, Kadirenahalli Circle, Dr Vishnuvardhan Main Road, 2nd Stage, Banashankari, Bangalore";400;Delivery
"Swathi Cool Point";No;No;NULL;0;"+91 9480356851";Banashankari;"Beverage Shop";NULL;"Beverages, Juices";"2/1, 7th Main, Dwarakangar, Banashankari, Bangalore";200;Delivery
"Kaumudis Juoice";No;No;NULL;0;"+91 7829662162";Banashankari;"Beverage Shop, Quick Bites";NULL;"Beverages, Fast Food, Juices";"487, Cauvery Complex, S.B.M Colony, 80 Feet Road, Banashankri, Bangalore";150;Delivery
"Amma - Manae";No;No;NULL;0;"+91 8095145774
+91 9986843104";Banashankari;"Takeaway, Delivery";NULL;"South Indian";"10, 4th cross, Muneshwara Block, Devinagar, Banashankari, Bangalore";400;Delivery
"Sri Sai Tiffannies";No;No;NULL;0;"+91 9483901438";Banashankari;"Quick Bites";NULL;"South Indian, Chinese";"559/1, Opposite Canara Bank ATM, Pipelane Road, Sri Nagar, Banashankari, Bengaluru";150;Delivery
"Hotel Andhra Speices";No;No;NULL;0;"+91 9591079669";Banashankari;"Quick Bites";NULL;Andhra;"263, 3rd Main Road, Chikka Laksandra, Banashankari, Bangalore";250;Delivery
"Sri Murari Family Restaurant";No;No;NULL;0;"+91 9886670026
+91 9035992000";Banashankari;"Quick Bites";NULL;Biryani;"57, 3rd cross, 80 feet Road, Banashankari, Bangalore";250;Delivery
"Aramane Donne Biriyani";No;No;NULL;0;"+91 6360738836
+91 7892206383";Banashankari;"Quick Bites";NULL;"South Indian, Biryani";"94, Katriguppe Main Road, Opposite Pai Showroom, Banashankari, Bangalore";150;Delivery
Darkolates;No;No;NULL;0;"+91 9901215056";Banashankari;Confectionery;NULL;Desserts;"66, Benaka, 2nd Cross, 2nd Main, Kathriguppe East, 3rd Stage, Banashankari, Bangalore";200;Delivery
"Swaada Healthy Kitchen";No;No;NULL;0;"+91 9964218383";Banashankari;"Quick Bites, Beverage Shop";NULL;"Healthy Food, Juices, Sandwich";"617, 100 Feet Ring Road Next to Devegowda Petrol Pump, Banashankari, Bangalore";350;Delivery
"Gawdaru Mane Beriyani";No;No;NULL;0;"+91 9449798423";Banashankari;"Quick Bites";NULL;"South Indian, Biryani";"209, 5th Cross, AG Thaneerappa Road, 1st Phase Girinagar, Ganapathi Nagar, Banashankari Stage I, Banashankari, Bengaluru";300;Delivery
"Melting Melodies";No;No;NULL;0;"+91 8970474798
+91 8747977555";Banashankari;"Takeaway, Delivery";NULL;"Pizza, Fast Food";"Bhuvaneshwari Nagar BSK 3RD Stage, Banashankari, Bangalore";100;Delivery
"New Indraprasta";No;No;NULL;0;"+91 8867333003";Banashankari;"Quick Bites";NULL;"South Indian, Beverages";"77, 50 Ft Road, Hanumathnagara, Banashankari, Bangalore";150;Delivery
"Anna Kuteera";Yes;No;4;771;"+91 9620009302";Banashankari;"Casual Dining";"Panner Tikka, Kulfi, Coffee, Pav Bhaji, Carrot Halwa, Fried Rice, Set Dosa";"South Indian, North Indian, Chinese";"21, 80 Feet Road, 3rd Phase, 4th Block, 3rd Stage, Banashankari, Bangalore";450;Delivery
Darbar;No;No;3;98;"+91 8861271465";Banashankari;Bar;"Paneer Tikka, Dal Kichadi, French Fries";"North Indian, Chinese";"1, Near BDA Complex, 24th Main, 2nd Stage, Banashankari, Bangalore";800;Delivery
Vijayalakshmi;Yes;No;3.9;47;"080 49653547";Basavanagudi;"Quick Bites";NULL;"South Indian";"No.37, Shree Complex, Next to Dominoes Pizza, Bull temple Road, Basavanagudi, Bangalore";200;Delivery
"Sri Udupi Food Hub";Yes;Yes;4.1;175;"+91 9916866033";Jayanagar;"Casual Dining";"Filter Coffee, Masala Dosa, Idli, Vada";"South Indian, North Indian, Chinese, Beverages";"155, 43rd Cross Road, 8th Block, Jayanagar, Bangalore";500;Delivery
"Udupi Upahar";Yes;No;3.8;58;"080 45128750";Banashankari;"Quick Bites";NULL;"South Indian, Chinese, North Indian, Juices";"No.1585, 22nd Main,Banashankari 1st Stage";300;Delivery
"House Of Kebabs";Yes;No;3.8;540;"080 49653042";Basavanagudi;"Casual Dining";"Rolls, Shawarma, Butter Chicken, Mutton Biryani, Lahori Chicken, Chicken Roll, Grape Juice";"North Indian, Kebab, Biryani, Chinese";"39/1, R.V Road, Opposite Vijaya College, Basavanagudi, Bangalore";650;Delivery
"Roll N Rock";Yes;No;3.8;124;"+91 9590941992";"Kumaraswamy Layout";"Quick Bites";"Rolls, Paratha, Chicken Biryani";"Chinese, North Indian, Mughlai, Rolls";"608, 21st Cross, Kumaraswamy Layout, Bangalore";400;Delivery
"BOX8- Desi Meals";Yes;No;4.1;340;"022 33552698";Banashankari;"Takeaway, Delivery";"Paratha, Mughlai Chicken, Masala Lemonade, Butter Chicken, Rajma, Sandwich, Salad";"North Indian, Mughlai, Fast Food";"100 Feet Ring Road, 2nd Phase, Banashankari, Bangalore";500;Delivery
KFC;Yes;No;3.8;505;"080 33994444";Banashankari;"Quick Bites";"Burgers, French Fries";"Burger, Fast Food";"1, 80 Feet Road, 6th Block, 3rd Stage, Banashankari, Bangalore";450;Delivery
Bitez;No;No;NULL;0;"+91 9916781796";Banashankari;"Quick Bites";NULL;"Fast Food";"12, Banashankari, Bangalore";100;Delivery
"Roll Over";Yes;No;4.1;438;"+91 8884942976
+91 8884942900";Jayanagar;"Dessert Parlor";"Rolls, Ice Cream Roll, Paan Ice Cream, Coffee, Vanilla Ice Cream, Chocolate Icecreams, Mississippi Mudpie";"Desserts, Ice Cream, Beverages, Fast Food, Sandwich";"1A/29 , Shop 2 , 27th Cross, Jayanagar, Bangalore";500;Delivery
"Imperial Restaurant";Yes;No;3.7;264;"+91 7338431313
080 26741313";"Mysore Road";"Casual Dining";"Kadhai Paneer, Ghee Rice, Chicken Grill, Shawarma, Paratha, Biryani, Butter Chicken";"North Indian, Chinese, Biryani, Beverages";"153, Satellite Bus Stand, Byataranyapura, Mysore Road, Bangalore";750;Delivery
"Lassi Shop";Yes;No;3.9;169;"+91 7975669805";"Kumaraswamy Layout";"Beverage Shop";NULL;"Beverages, Juices, Ice Cream";"Dayanand Sagar College Road, Kumaraswamy Layout, Bangalore";150;Delivery
"The Fortuna";Yes;No;3;67;"+91 7829217247
080 25985676";"Kumaraswamy Layout";"Quick Bites";NULL;"North Indian, Chinese";"Basement, MR Complex, Near Police Station, 25th Cross, 14th Main, Kumaraswamy Layout, Bangalore";250;Delivery
Wahab;Yes;No;3.7;97;"+91 9845088001";Jayanagar;"Quick Bites";"Chicken Biryani, Rolls";"North Indian, Mughlai, Chinese";"28/29, 9th Main Road, 3rd Block, Jayanagar, Bangalore";350;Delivery
"Al Diwan Biryanis And More";Yes;No;3.3;12;"080 45128807";Basavanagudi;"Takeaway, Delivery";NULL;Biryani;"11/2, Ground Floor, Khazi Street, Basavanagudi, Bangalore";300;Delivery
"New Gowda's Fried Chicken";Yes;No;3.3;12;"+91 9066998880";Banashankari;"Quick Bites";NULL;Biryani;"4th Cross Road, Byatarayanapura, Srinagar, Banashankari, Bangalore";300;Delivery
Canton;Yes;No;3.6;195;"080 41410069
+91 9611320069";Jayanagar;"Casual Dining";"Roast Pork, Tai Pai Chicken, Beer, Sweet Corn Chicken Soup, Masala Peanuts, Chinese Chop Suey, Chicken Lollipop";"Chinese, Seafood, Biryani";"28-29, 3rd Block, 9th Main Road, Jayanagar, Bangalore";800;Delivery
"Diabetics Dezire Sugarless Sweets and Bakes";Yes;No;3.3;13;"+91 9035515333
080 41692690";Basavanagudi;"Dessert Parlor, Sweet Shop";NULL;"Desserts, Mithai";"92/1, Gandhi Bazaar Main Road, Basavangudi. Next to Vodafone Showroom, Basavanagudi, Bangalore";300;Delivery
"The Blue Wagon - Kitchen";Yes;No;4.6;228;"+91 8105485007
+91 8095904280";Jayanagar;Cafe;"Pizza, Nachos, Garlic Maggi, Burgers, Cheese Maggi, Bruschetta Bites, Sandwich";"Cafe, Beverages";"615/1, Ground Floor, Janardhan Mansion, 10th C Main, 32nd D Cross, 4th Block, Jayanagar, Bangalore";400;Delivery
"HOT COFFEE";Yes;No;4.1;70;"+91 9972187023";Basavanagudi;"Quick Bites";NULL;"South Indian, Chinese";"79, Vanivilas Road, Next to KFC, Basavanagudi, Bangalore";150;Delivery
"Patio 805";Yes;Yes;4.1;364;"+91 8884999805";Jayanagar;"Casual Dining";"Noodles, Laksa Soup, Coffee, Veg Fritters, Vegetarian, Babycorn Manchurian, Mango Salad";"Thai, Vietnamese, Asian, Chinese";"805, Ground Floor, 35C Cross, 9th Main, 4th Block, Jayanagar, Bangalore";1,200;Delivery
"Lassi Corner";Yes;No;3.7;107;"+91 9972348689
+91 7204756477";Basavanagudi;"Beverage Shop";Lassi;"Beverages, Ice Cream";"1304, Kathriguppe Main Road, Ashok Nagar, NR Colony, Basavanagudi, Bangalore";150;Delivery
"Sagar Deluxe";Yes;No;3.2;167;"080 32963232
+91 9620284767";"Kumaraswamy Layout";"Quick Bites";"Coffee, Chaat";"South Indian, North Indian, Chinese, Juices";"1761, Near Swathi Nursing Home, 14th Main Road, 1st Stage, Kumaraswamy Layout, Bangalore";300;Delivery
"Kanti Sweets";Yes;No;4;115;"080 22960617
080 41726564";Banashankari;"Sweet Shop";NULL;"Mithai, Street Food";"374/B, 2nd Phase, BSK 3rd Stage, Srinivasa Nagar, Banashankari, Bangalore";400;Delivery
Vegetalia;Yes;No;3.7;27;"+91 9972720474";Banashankari;"Takeaway, Delivery";NULL;"Italian, Pizza";"582,2nd Main, 6th Block 2nd Phase Banshankari 3rd Stage Bangalore-560085";400;Delivery
"Aramane Donne Biryani";Yes;No;3.5;57;"+91 6360738836";Banashankari;"Quick Bites";NULL;Biryani;"3-94/1, 80 Feet Road, Near New Big Bazaar, Kathriguppe, Banashankari, Bangalore";200;Delivery
"Ande Ka Funda";Yes;No;3.8;120;"+91 9019507382";Banashankari;"Quick Bites";NULL;"North Indian, Fast Food, Rolls";"9/1, Behind BMS College Hostel, Hanumantha Nagar, Banashankari, Bangalore";250;Delivery
"Cake Ghar";Yes;No;3.8;15;"+91 9902773562";Basavanagudi;Bakery;NULL;Bakery;"24, Next to Roti Ghar, Gandhi Bazaar Main Road, Basavanagudi, Bangalore";400;Delivery
"Energy Addaa";Yes;No;4.2;64;"080 49652857";Basavanagudi;"Quick Bites";"Pizza, Nachos, Salads, Peri Peri Fries, Brownie, Pasta Alfredo, Spaghetti";"Salad, Healthy Food, Sandwich, Juices, Burger, Desserts, Pizza";"Rashtriya Vidyalaya Road, Basavanagudi, Bangalore";500;Delivery
"Bhattara Bhojana";Yes;No;3.6;66;"+91 9008333858
+91 7019192360";Banashankari;"Quick Bites";NULL;"South Indian";"855/A, 5th A Cross,10th Main Road, Srinivasanagar, Towords Maruthi Circle, Banashankari, Bangalore";150;Delivery
"Tandoori Knight";Yes;No;3;290;"+91 9035297404
+91 9731504721";Banashankari;"Quick Bites";"Chicken Grill, Biryani, Roti, Chicken Masala";"North Indian, Chinese, Biryani, Kebab";"34, 22nd Main, 22nd Cross, Opposite BDA, 2nd Stage, Banashankari, Bangalore";450;Delivery
"Dev Sagar - Food Street";Yes;No;4.1;233;"+91 9886204745
0161 26624745";Basavanagudi;"Quick Bites";"Chaat, Pav Bhaji, Dabeli, Vada Pav, Tawa Pulav, Panipuri, Malpua";"Street Food";"11/2, Old Market, V V Puram, Basavanagudi, Bangalore";200;Delivery
"Mitraa Da Pizza";Yes;No;3.8;115;"+91 7977809237
+91 7752956789";"Kumaraswamy Layout";"Quick Bites";"Pizza, Burgers";"Fast Food, Pizza";"1779, 14th Main, Kumaraswamy Layout, Bangalore";250;Delivery
"Paradise Premium";Yes;No;3.1;119;"+91 9535474849";Banashankari;"Casual Dining";NULL;"Biryani, Andhra, Hyderabadi, North Indian";"224/Y, 100 Feet Ring Road, 7th Block, 3rd Stage, Banashankari, Bangalore";700;Delivery
Grazers;Yes;Yes;3.9;291;"080 26650668";Jayanagar;Cafe;"Burgers, Panneer Butter Masala, Pasta, Hot Dog, Fries, Cheesy Pizza, Potato Wedges";"Cafe, Burger, Continental, Italian, Desserts";"2, Old 36, 8th F Main, 3rd Block, Jayanagar, Bangalore";650;Delivery
"Shakes Theory";Yes;No;4.5;155;"+91 9886936896
+91 9620000463";Jayanagar;"Beverage Shop";"Sandwiches, Thick Shakes, Paan Shake, Brownie Bomb, Fries, Spinach Corn Sandwich, Paneer Peri Peri";"Beverages, Sandwich";"766/25-01, 47th A Cross, Near Sangam Circle, Adarsh Gardens Apartments Road, 8th Block, Jayanagar, Bangalore";300;Delivery
@Italy;Yes;No;4.1;305;"+91 7760579999
+91 7026557799";"Kumaraswamy Layout";"Casual Dining";"Pizza, Pasta, Spinach Salsa, Garlic Bread, Lasagne, Bruschettas, Chocolate Bomb";Italian;"1766, 14th Main, 1st Stage, Kumaraswamy Layout, Bangalore";700;Delivery
"Chilli Flakes";Yes;No;3.6;46;"+91 9880888509";Banashankari;"Quick Bites";NULL;"Fast Food, Italian, Beverages";"Opposite BNM School, Near BDA complex, Banashankari, Bangalore";500;Delivery
"Calcutta Cafe";Yes;No;3.5;45;"+91 7207304915";"Kumaraswamy Layout";"Quick Bites";NULL;"Bengali, Chinese, Sandwich";"728/1, 14th Main Road, 1st Stage, Kumaraswamy Layout, Bangalore";350;Delivery
"Old Mumbai Ice Cream";Yes;No;3.9;38;"080 49652445";Banashankari;"Dessert Parlor";"Friendly Staff";"Ice Cream";"416, 24th Cross, 9th Main, 2nd Stage, Banashankari, Bangalore";150;Delivery
"Donne Biriyani House";Yes;No;3.9;441;"+91 8197743537
080 26690642";Banashankari;"Quick Bites";Biryani;"South Indian, North Indian, Chinese, Biryani";"4009, 80 Feet Road, 4th Phase, Banashankari, Bangalore";400;Delivery
"By 2 Coffee";Yes;No;3.9;25;"+91 7026398124";Basavanagudi;"Quick Bites";NULL;"South Indian";"12, Old 387, Market Road, V.V.Puram, Basavanagudi, Bangalore";100;Delivery
"Kedia's Fun Food";Yes;No;4.3;630;"+91 8867769557";Jayanagar;"Quick Bites";"Paratha, Vada Pav, Chaat, Pav Bhaji, Panipuri, Masala Poori, Dhokla";"North Indian, Street Food, Juices";"6th C Main, 4th Block, Jayanagar, Bangalore";200;Delivery
"Davangere Butter Dosa Hotel";Yes;No;3.8;25;"+91 9845597399
+91 9591868227";"Kumaraswamy Layout";"Quick Bites";NULL;"South Indian";"1771, 14th Main Road, 1stage, Kumaraswamy Layout, Bangalore";150;Delivery
"Just Shawarma";Yes;No;3.9;160;"+91 7676764422";"Kumaraswamy Layout";"Quick Bites";"Whole Meat Shawarma, Fries";Arabian;"1424, 14th Main Road, 1st Stage, Kumaraswamy Layout, Bangalore";300;Delivery
"Mini Punjabi Dhaba";Yes;No;4.2;287;"+91 9845044074
+91 7406012344";Banashankari;"Quick Bites";"Panneer Butter Masala, Lassi, Paratha, Jeera Rice, Paneer Parantha, Bhindi Fry, Veg Kolhapuri";"North Indian";"7/1, Behind BMS College Hostel, Hanumantha Nagar, Banashankari, Bangalore";350;Delivery
"Mulabagilu Dosa";Yes;No;3.6;11;"+91 9945200103
+91 8867497289";Basavanagudi;"Quick Bites";NULL;"South Indian";"19, V.V.puram National School Road, Basavanagudi, Bangalore";100;Delivery
"CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Down The Alley";Yes;No;4.1;402;"080 26724489
+91 7406048982";Banashankari;Cafe;"Waffles, Pasta, Crispy Chicken, Honey Chilli Chicken, Sandwich, Coffee, Crepe";Cafe;"12,29 Near PES University Back Gate, D'Souza Nagar, Hosakerehalli, 3rd Stage, Banashankari, Bangalore";500;Delivery
"Gokul Veg";Yes;No;3.8;469;"+91 9980978388
080 26627612";Basavanagudi;"Casual Dining";"Masala Papad, Paneer Satay, Vegetable Biryani, Panneer Butter Masala, Tomato Soup, Manchow Soup, Roti";"North Indian, Chinese, Beverages";"1st Floor, GR Plaza, DVG Road, Near Gandhi Bazaar circle, Basavanagudi, Bangalore";750;Delivery
